filename,width,height,class,xmin,ymin,xmax,ymax
small_00423.jpg,450,216,small,29,59,417,162
fishing_00765.jpg,960,560,fishing,98,97,861,417
merchant_00853.jpg,1280,794,merchant,54,182,1197,556
tug_00807.jpg,1024,410,tug,186,1,796,350
small_00295.jpg,450,300,small,24,101,398,244
fishing_00353.jpg,950,550,fishing,11,152,946,480
tug_00791.jpg,1024,753,tug,131,194,896,568
merchant_00256.jpg,1024,648,merchant,87,184,932,544
merchant_00256.jpg,1024,648,merchant,601,154,663,210
fishing_00669.jpg,1300,960,fishing,128,96,1173,642
warship_00942.jpg,960,640,warship,69,124,945,519
merchant_00477.jpg,900,600,merchant,1,128,899,374
tug_00357.jpg,450,300,tug,87,75,238,233
merchant_00956.jpg,640,427,merchant,39,114,588,327
small_00217.jpg,900,600,small,21,23,854,578
fishing_00844.jpg,411,612,fishing,94,50,336,389
sailing_00222.jpg,500,244,sailing,104,42,197,133
fishing_00371.jpg,900,600,fishing,61,154,870,421
warship_00791.jpg,750,421,warship,156,34,712,382
sailing_00586.jpg,380,253,sailing,35,12,189,221
sailing_00662.jpg,510,340,sailing,96,29,230,235
tug_00901.jpg,500,333,tug,86,1,461,319
warship_00563.jpg,585,475,warship,17,68,526,347
merchant_00423.jpg,800,534,merchant,15,183,778,353
tug_00503.jpg,500,500,tug,82,265,134,341
tug_00503.jpg,500,500,tug,300,234,401,347
merchant_00014.jpg,1400,1050,merchant,71,450,1357,726
small_00151.jpg,480,319,small,78,57,386,240
sailing_00581.jpg,1024,1024,sailing,249,286,525,726
merchant_00122.jpg,800,600,merchant,82,214,721,354
passenger_00038.jpg,500,333,passenger,27,21,467,301
warship_00803.jpg,800,550,warship,23,72,769,401
sailing_00321.jpg,630,419,sailing,352,92,541,302
tug_00951.jpg,800,533,tug,102,77,656,486
warship_00558.jpg,1200,960,warship,185,478,871,860
sailing_00988.jpg,900,600,sailing,383,1,655,459
warship_00424.jpg,1200,542,warship,47,28,1101,503
fishing_00358.jpg,450,300,fishing,178,36,268,160
tug_00195.jpg,800,520,tug,183,71,691,432
sailing_00487.jpg,1024,684,sailing,735,106,916,384
small_00694.jpg,1440,700,small,249,236,1261,619
tug_00347.jpg,615,346,tug,82,1,537,321
sailing_00881.jpg,1000,667,sailing,394,54,603,576
small_00496.jpg,600,400,small,58,86,562,327
merchant_00131.jpg,800,600,merchant,71,226,644,389
small_00015.jpg,680,400,small,113,118,623,268
fishing_00124.jpg,750,393,fishing,29,86,731,359
small_00658.jpg,1000,667,small,96,294,892,489
sailing_00904.jpg,674,446,sailing,127,56,355,405
small_00213.jpg,799,799,small,90,369,758,599
passenger_00306.jpg,500,281,passenger,22,46,488,171
small_00873.jpg,2000,1125,small,494,465,1659,873
sailing_00061.jpg,1024,768,sailing,225,190,573,672
small_00113.jpg,750,563,small,73,255,611,553
sailing_00864.jpg,1134,851,sailing,482,140,1035,676
sailing_00864.jpg,1134,851,sailing,285,301,560,665
sailing_00864.jpg,1134,851,sailing,161,431,301,655
warship_00805.jpg,1280,720,warship,7,204,1245,623
tug_00535.jpg,300,300,tug,1,7,298,289
fishing_00852.jpg,800,600,fishing,117,1,733,465
fishing_00327.jpg,720,480,fishing,345,222,491,306
merchant_00486.jpg,290,242,merchant,17,35,285,207
sailing_00823.jpg,864,1390,sailing,140,21,630,1161
sailing_00823.jpg,864,1390,sailing,1,575,297,954
sailing_00823.jpg,864,1390,sailing,491,398,718,1006
small_00087.jpg,700,366,small,239,160,548,267
passenger_00392.jpg,1300,866,passenger,245,299,813,539
tug_00203.jpg,1000,505,tug,70,33,820,418
merchant_00067.jpg,640,640,merchant,57,246,597,388
passenger_00352.jpg,520,390,passenger,29,79,454,309
sailing_00651.jpg,800,600,sailing,82,47,428,549
small_00312.jpg,500,331,small,102,111,395,217
merchant_00494.jpg,800,534,merchant,104,185,743,458
sailing_00407.jpg,1200,800,sailing,106,1,403,391
sailing_00407.jpg,1200,800,sailing,511,34,681,385
sailing_00407.jpg,1200,800,sailing,566,1,1200,691
fishing_00191.jpg,586,400,fishing,120,48,462,310
fishing_00385.jpg,1300,955,fishing,558,183,1094,718
tug_00713.jpg,612,406,tug,43,139,214,243
fishing_00516.jpg,1300,1065,fishing,99,485,1147,784
tug_00384.jpg,450,301,tug,119,125,382,261
small_00246.jpg,1200,668,small,127,122,1086,577
passenger_00562.jpg,432,304,passenger,108,90,385,232
sailing_00086.jpg,801,1200,sailing,134,172,524,1037
tug_00706.jpg,1314,788,tug,333,208,1018,521
small_00146.jpg,1351,901,small,45,218,1321,755
tug_00103.jpg,1680,960,tug,673,50,1235,830
passenger_00463.jpg,1024,615,passenger,178,286,926,495
merchant_00308.jpg,700,525,merchant,16,130,700,346
passenger_00702.jpg,800,521,passenger,102,78,737,393
warship_00033.jpg,620,349,warship,28,53,572,232
small_00472.jpg,800,600,small,1,176,800,564
fishing_00870.jpg,1300,958,fishing,194,1,1226,751
merchant_00972.jpg,1300,956,merchant,197,155,1011,522
sailing_00788.jpg,800,600,sailing,252,72,631,501
passenger_00282.jpg,800,500,passenger,131,116,731,319
passenger_00194.jpg,800,600,passenger,24,92,740,503
sailing_00608.jpg,398,600,sailing,106,100,370,520
small_00178.jpg,480,320,small,70,17,397,305
sailing_00616.jpg,900,450,sailing,186,1,572,354
small_00756.jpg,800,600,small,52,265,715,506
fishing_00453.jpg,620,387,fishing,140,109,383,286
sailing_00385.jpg,550,408,sailing,97,22,338,349
warship_00722.jpg,794,701,warship,48,37,739,651
tug_00582.jpg,3327,2274,tug,570,1,2843,1993
tug_00582.jpg,3327,2274,tug,2691,1724,3152,2028
merchant_00372.jpg,1024,768,merchant,14,241,937,441
fishing_00686.jpg,960,640,fishing,316,1,578,458
small_00225.jpg,868,578,small,4,31,860,510
small_00705.jpg,845,684,small,96,273,765,627
warship_00804.jpg,1280,720,warship,503,128,1051,407
warship_00804.jpg,1280,720,warship,716,201,824,251
passenger_00247.jpg,1080,720,passenger,18,298,944,533
merchant_00391.jpg,640,480,merchant,82,122,565,385
small_00735.jpg,620,465,small,248,225,468,316
small_00967.jpg,1280,720,small,371,58,997,493
merchant_00051.jpg,500,300,merchant,10,79,470,259
passenger_00934.jpg,1024,682,passenger,238,135,734,451
warship_00183.jpg,1164,420,warship,69,28,786,280
warship_00183.jpg,1164,420,warship,451,29,1131,218
fishing_00587.jpg,660,340,fishing,94,186,381,337
warship_00231.jpg,2048,1367,warship,261,536,730,945
warship_00231.jpg,2048,1367,warship,724,414,1818,930
small_00622.jpg,700,451,small,90,78,663,325
fishing_01027.jpg,1024,680,fishing,1,2,909,536
tug_00815.jpg,2304,1728,tug,260,28,2086,1360
warship_00894.jpg,1200,675,warship,585,1,1151,659
fishing_00499.jpg,1500,600,fishing,723,154,1182,442
warship_00426.jpg,690,388,warship,103,35,632,267
warship_00517.jpg,1024,644,warship,62,213,624,416
warship_00517.jpg,1024,644,warship,553,281,943,375
tug_00115.jpg,2048,1365,tug,1,512,1319,1026
sailing_00732.jpg,1024,682,sailing,416,27,684,649
sailing_00732.jpg,1024,682,sailing,237,365,308,518
sailing_00732.jpg,1024,682,sailing,32,398,90,511
passenger_00728.jpg,1024,636,passenger,34,155,976,402
small_00608.jpg,700,466,small,38,164,617,368
sailing_00056.jpg,640,640,sailing,73,44,485,497
tug_00047.jpg,640,427,tug,63,193,491,326
small_00513.jpg,868,529,small,166,256,826,498
merchant_00568.jpg,560,390,merchant,61,93,501,320
sailing_00524.jpg,1024,683,sailing,307,1,730,624
sailing_00524.jpg,1024,683,sailing,647,186,904,605
sailing_00543.jpg,640,427,sailing,135,1,473,353
passenger_00454.jpg,453,453,passenger,27,169,439,334
merchant_00932.jpg,553,369,merchant,75,139,403,260
tug_00403.jpg,925,520,tug,237,27,831,451
tug_00727.jpg,978,649,tug,788,172,911,298
tug_00823.jpg,1300,956,tug,213,63,983,760
sailing_00042.jpg,479,359,sailing,199,32,324,231
merchant_00732.jpg,990,743,merchant,20,162,990,508
passenger_00436.jpg,622,405,passenger,65,185,556,290
warship_00964.jpg,620,407,warship,66,127,561,274
merchant_00867.jpg,560,691,merchant,1,250,559,468
tug_00136.jpg,800,420,tug,124,58,742,381
passenger_00274.jpg,1024,576,passenger,328,36,712,487
passenger_00274.jpg,1024,576,passenger,133,397,248,449
warship_00857.jpg,615,447,warship,358,5,594,370
sailing_00064.jpg,1900,1080,sailing,189,1,1655,806
fishing_00252.jpg,900,640,fishing,51,88,739,574
sailing_00264.jpg,300,450,sailing,8,88,256,415
merchant_00901.jpg,1000,562,merchant,32,183,970,371
tug_00544.jpg,315,209,tug,33,18,262,176
fishing_00513.jpg,612,344,fishing,224,84,424,233
merchant_00695.jpg,1200,900,merchant,578,331,911,392
warship_00914.jpg,1200,857,warship,84,186,1096,699
warship_00914.jpg,1200,857,warship,597,253,729,288
small_00808.jpg,800,600,small,164,287,773,487
fishing_00162.jpg,2820,2020,fishing,108,479,2722,1479
fishing_00270.jpg,1300,956,fishing,269,84,1136,690
tug_00851.jpg,731,600,tug,107,11,675,569
fishing_00284.jpg,1200,896,fishing,41,112,1188,729
small_00231.jpg,980,630,small,46,122,947,598
merchant_00164.jpg,1280,720,merchant,693,169,813,190
merchant_00164.jpg,1280,720,merchant,801,184,984,221
merchant_00164.jpg,1280,720,merchant,1,261,1254,537
sailing_00244.jpg,800,310,sailing,217,11,382,279
sailing_00244.jpg,800,310,sailing,644,169,719,291
sailing_00244.jpg,800,310,sailing,515,90,628,271
small_00083.jpg,830,412,small,92,81,675,326
merchant_00035.jpg,1000,667,merchant,149,97,876,540
warship_00553.jpg,2023,1349,warship,265,371,1782,1094
warship_00546.jpg,800,450,warship,47,1,715,449
fishing_00375.jpg,500,375,fishing,30,90,475,271
passenger_00188.jpg,1000,600,passenger,2,41,997,464
passenger_00527.jpg,1300,1065,passenger,175,281,1181,531
tug_00246.jpg,1020,678,tug,108,105,952,629
small_00322.jpg,400,212,small,1,31,375,177
warship_00587.jpg,2000,1331,warship,81,162,1864,1136
warship_00587.jpg,2000,1331,warship,435,232,743,380
warship_00587.jpg,2000,1331,warship,1730,249,1866,403
tug_00288.jpg,640,427,tug,218,93,463,297
tug_00288.jpg,640,427,tug,67,137,227,291
warship_00093.jpg,1200,960,warship,118,45,1073,848
merchant_00574.jpg,1160,773,merchant,163,248,1010,561
tug_00543.jpg,702,336,tug,95,1,564,327
merchant_00944.jpg,1920,1080,merchant,328,254,1589,778
merchant_00944.jpg,1920,1080,merchant,167,212,330,266
merchant_00944.jpg,1920,1080,merchant,1035,200,1210,256
merchant_00944.jpg,1920,1080,merchant,1476,205,1636,242
merchant_00944.jpg,1920,1080,merchant,888,201,978,226
merchant_00944.jpg,1920,1080,merchant,1809,213,1920,242
fishing_00298.jpg,992,558,fishing,290,60,753,498
merchant_00868.jpg,1300,958,merchant,216,492,894,606
tug_00972.jpg,450,317,tug,48,19,349,273
passenger_00383.jpg,800,534,passenger,139,114,718,381
merchant_00357.jpg,640,384,merchant,72,107,582,289
small_00406.jpg,2272,1704,small,131,498,2108,1049
passenger_00518.jpg,1300,902,passenger,83,239,977,523
merchant_00666.jpg,1920,1280,merchant,162,409,1734,906
sailing_00562.jpg,800,431,sailing,141,149,278,341
sailing_00562.jpg,800,431,sailing,288,59,335,147
sailing_00562.jpg,800,431,sailing,343,75,386,186
sailing_00562.jpg,800,431,sailing,457,70,491,171
sailing_00562.jpg,800,431,sailing,476,108,537,243
tug_00204.jpg,600,399,tug,100,100,514,292
tug_00563.jpg,1600,1167,tug,251,259,1479,903
merchant_00331.jpg,1024,831,merchant,178,219,833,588
fishing_00922.jpg,1100,550,fishing,62,95,1100,507
passenger_00201.jpg,800,600,passenger,164,188,669,375
warship_00156.jpg,760,516,warship,153,164,689,404
warship_00441.jpg,800,518,warship,117,124,682,317
fishing_00044.jpg,1200,630,fishing,117,149,876,427
warship_00835.jpg,800,800,warship,21,251,257,385
warship_00835.jpg,800,800,warship,378,234,568,378
warship_00835.jpg,800,800,warship,574,163,787,442
warship_00835.jpg,800,800,warship,320,404,709,726
warship_00835.jpg,800,800,warship,95,355,417,533
sailing_00161.jpg,800,533,sailing,374,9,539,494
sailing_00161.jpg,800,533,sailing,1,335,29,426
sailing_00161.jpg,800,533,sailing,131,369,160,415
passenger_00944.jpg,550,364,passenger,37,130,413,210
small_00728.jpg,1920,1000,small,288,254,1872,820
fishing_00161.jpg,425,383,fishing,44,32,371,307
fishing_00644.jpg,480,360,fishing,36,63,365,206
small_00354.jpg,570,398,small,26,54,530,318
passenger_00173.jpg,450,320,passenger,31,79,412,191
sailing_00176.jpg,1024,576,sailing,197,15,373,300
sailing_00176.jpg,1024,576,sailing,337,57,546,352
sailing_00176.jpg,1024,576,sailing,248,200,471,531
merchant_00204.jpg,800,533,merchant,34,163,750,356
sailing_00098.jpg,1024,576,sailing,586,4,768,301
small_00404.jpg,600,386,small,30,121,556,290
fishing_00776.jpg,500,308,fishing,22,73,381,208
small_00721.jpg,1100,600,small,37,85,1070,466
warship_00545.jpg,1360,765,warship,120,134,1214,534
warship_00938.jpg,620,412,warship,129,76,581,244
warship_00938.jpg,620,412,warship,69,170,282,302
sailing_00163.jpg,650,371,sailing,41,65,295,280
sailing_00265.jpg,868,578,sailing,141,1,621,515
warship_00875.jpg,1024,652,warship,95,134,899,478
merchant_00087.jpg,1024,684,merchant,124,348,702,588
merchant_00812.jpg,1024,663,merchant,539,384,904,568
warship_00412.jpg,640,360,warship,83,64,556,307
small_00687.jpg,538,330,small,88,158,306,256
small_00687.jpg,538,330,small,338,179,461,221
fishing_00599.jpg,672,420,fishing,20,1,647,330
sailing_00068.jpg,1024,768,sailing,224,89,743,586
sailing_00068.jpg,1024,768,sailing,1,274,123,519
sailing_00068.jpg,1024,768,sailing,868,264,1011,376
merchant_00216.jpg,850,566,merchant,9,214,850,430
fishing_00016.jpg,1200,630,fishing,79,64,1154,492
small_00121.jpg,1920,540,small,512,73,1606,444
sailing_00964.jpg,307,307,sailing,169,117,251,223
merchant_00698.jpg,4256,2848,merchant,611,834,4032,2038
tug_00274.jpg,1300,863,tug,101,82,639,511
sailing_00081.jpg,533,800,sailing,138,80,454,602
small_00536.jpg,500,333,small,5,64,474,252
fishing_00898.jpg,820,547,fishing,131,93,708,472
passenger_00961.jpg,1300,767,passenger,68,29,1114,604
passenger_00951.jpg,480,328,passenger,61,144,356,259
sailing_00396.jpg,1000,702,sailing,222,1,744,594
fishing_00934.jpg,800,532,fishing,228,180,528,306
small_00571.jpg,1200,546,small,24,21,1179,379
merchant_00683.jpg,1920,1440,merchant,289,400,1619,1134
passenger_00324.jpg,724,483,passenger,64,113,650,334
warship_00178.jpg,618,410,warship,104,96,479,242
merchant_00705.jpg,1024,683,merchant,44,240,942,440
fishing_00344.jpg,1050,700,fishing,89,169,628,542
sailing_00576.jpg,682,1023,sailing,78,189,533,859
tug_00581.jpg,800,450,tug,114,21,655,441
passenger_00601.jpg,1024,683,passenger,62,142,970,582
merchant_00461.jpg,800,533,merchant,44,165,751,385
small_00612.jpg,1280,880,small,142,331,861,717
tug_00697.jpg,550,366,tug,63,35,504,308
sailing_00673.jpg,1300,956,sailing,150,1,780,701
sailing_00673.jpg,1300,956,sailing,751,169,1118,699
passenger_00671.jpg,1300,956,passenger,268,252,1198,584
merchant_00314.jpg,800,500,merchant,90,105,683,438
fishing_00482.jpg,680,450,fishing,1,33,678,345
warship_00794.jpg,550,191,warship,10,17,526,170
merchant_00303.jpg,1024,612,merchant,81,92,922,395
passenger_00261.jpg,1300,699,passenger,117,303,857,511
merchant_00305.jpg,1024,515,merchant,50,124,977,400
fishing_00108.jpg,865,1300,fishing,284,570,699,976
warship_00283.jpg,640,403,warship,29,94,620,277
small_00628.jpg,1100,600,small,24,45,1067,600
warship_00618.jpg,800,531,warship,38,72,788,453
sailing_00536.jpg,681,1024,sailing,97,50,191,195
sailing_00355.jpg,800,534,sailing,164,27,541,493
fishing_00691.jpg,1024,640,fishing,425,133,904,570
merchant_00786.jpg,1920,1228,merchant,132,498,1786,896
tug_00748.jpg,800,600,tug,89,65,728,421
tug_00527.jpg,1300,956,tug,188,19,939,681
tug_00095.jpg,497,322,tug,1,21,468,293
passenger_00281.jpg,960,720,passenger,68,149,860,348
sailing_00545.jpg,450,338,sailing,46,2,399,269
warship_00854.jpg,1000,413,warship,94,66,456,297
fishing_00447.jpg,829,578,fishing,135,23,720,464
tug_00942.jpg,1044,699,tug,107,204,787,530
warship_00833.jpg,1920,1243,warship,496,222,1263,928
passenger_00966.jpg,841,560,passenger,55,74,727,477
fishing_00547.jpg,1300,955,fishing,181,346,662,667
passenger_00781.jpg,1280,896,passenger,24,231,1222,600
sailing_00993.jpg,640,640,sailing,353,128,521,395
sailing_00993.jpg,640,640,sailing,250,258,289,343
warship_00687.jpg,671,447,warship,100,72,622,407
warship_00687.jpg,671,447,warship,35,91,121,111
fishing_00086.jpg,480,324,fishing,159,38,428,223
warship_00143.jpg,800,498,warship,171,196,479,386
warship_00474.jpg,749,499,warship,1,112,695,319
tug_00705.jpg,800,600,tug,94,36,630,451
small_00382.jpg,450,300,small,42,102,434,218
fishing_00638.jpg,940,400,fishing,225,10,908,399
passenger_00357.jpg,534,401,passenger,1,59,534,290
tug_00391.jpg,1300,974,tug,235,202,1098,724
tug_00328.jpg,534,401,tug,25,1,486,302
tug_00822.jpg,866,1390,tug,66,291,744,970
sailing_00474.jpg,600,450,sailing,113,133,258,326
fishing_01056.jpg,1021,580,fishing,36,45,992,524
tug_00902.jpg,635,422,tug,33,37,526,304
passenger_00424.jpg,500,304,passenger,10,71,486,225
merchant_00646.jpg,1200,730,merchant,32,306,1195,612
